,Freq,Ia,Ib,Ic,PF,UpdateTime,Va,Vb,Vc,kPt,kQt,kSt,kVARh_Q1,kVARh_Q2,kVARh_Q3,kVARh_Q4,kVAh+,kVAh-,kWh+,kWh-,kWh_abs,kWh_net,θIA,θIB,θIC,θVA,θVB,θVC
0,59.900000000000006,2.6,2.6,3.0,0.75,2022-09-14 00:00:26,6776.0,6649.0,6760.0,42.0,-36.0,56.0,248.0,0.0,0.0,221768.0,436556.0,4.0,326050.0,0.0,326052.0,326048.0,325.78000000000003,75.82000000000001,200.4,0.0,120.82000000000001,240.63
1,59.900000000000006,2.6,2.6,3.0,0.75,2022-09-14 00:00:46,6777.0,6649.0,6761.0,42.0,-34.0,56.0,248.0,0.0,0.0,221768.0,436556.0,4.0,326050.0,0.0,326052.0,326048.0,325.78000000000003,77.3,200.48000000000002,0.0,120.9,240.72
2,60.0,2.6,2.6,3.0,0.72,2022-09-14 00:01:32,6784.0,6657.0,6773.0,42.0,-36.0,56.0,248.0,0.0,0.0,221770.0,436556.0,4.0,326050.0,0.0,326052.0,326050.0,324.68,74.09,198.63,0.0,120.48,240.04
3,60.0,2.8000000000000003,2.6,3.0,0.75,2022-09-14 00:01:52,6782.0,6653.0,6769.0,42.0,-36.0,56.0,248.0,0.0,0.0,221770.0,436556.0,4.0,326052.0,0.0,326052.0,326050.0,324.24,75.57000000000001,198.63,0.0,120.57000000000001,240.13
4,60.0,2.8000000000000003,2.8000000000000003,3.0,0.75,2022-09-14 00:02:37,6786.0,6656.0,6773.0,44.0,-36.0,58.0,248.0,0.0,0.0,221770.0,436558.0,4.0,326052.0,0.0,326054.0,326050.0,324.24,75.65,201.04,0.0,120.65,240.21
5,60.0,2.6,2.8000000000000003,3.0,0.74,2022-09-14 00:02:57,6793.0,6660.0,6777.0,44.0,-36.0,58.0,248.0,0.0,0.0,221770.0,436558.0,4.0,326052.0,0.0,326054.0,326050.0,322.76,75.65,201.21,0.0,120.65,240.38
6,59.900000000000006,2.6,2.8000000000000003,3.2,0.75,2022-09-14 00:03:43,6807.0,6677.0,6797.0,44.0,-36.0,58.0,248.0,0.0,0.0,221770.0,436558.0,4.0,326052.0,0.0,326054.0,326050.0,325.78000000000003,75.74,201.15,0.0,120.74000000000001,240.55
7,60.0,2.6,2.8000000000000003,3.0,0.76,2022-09-14 00:04:03,6811.0,6683.0,6799.0,44.0,-36.0,60.0,248.0,0.0,0.0,221770.0,436560.0,4.0,326052.0,0.0,326054.0,326052.0,324.24,75.57000000000001,203.34,0.0,120.57000000000001,240.21
8,59.900000000000006,2.6,2.8000000000000003,3.0,0.73,2022-09-14 00:04:48,6807.0,6675.0,6796.0,42.0,-36.0,58.0,248.0,0.0,0.0,221772.0,436560.0,4.0,326054.0,0.0,326054.0,326052.0,323.13,74.46000000000001,201.37,0.0,120.74000000000001,240.55
9,59.800000000000004,2.6,2.6,3.0,0.72,2022-09-14 00:05:08,6809.0,6679.0,6797.0,42.0,-36.0,58.0,248.0,0.0,0.0,221772.0,436560.0,4.0,326054.0,0.0,326056.0,326052.0,324.24,74.66,200.46,0.0,120.99000000000001,240.89000000000001
10,59.900000000000006,2.6,2.6,3.2,0.74,2022-09-14 00:05:54,6781.0,6651.0,6770.0,42.0,-36.0,58.0,248.0,0.0,0.0,221772.0,436560.0,4.0,326054.0,0.0,326056.0,326052.0,325.3,74.42,197.75,0.0,120.82000000000001,240.46
11,60.0,2.6,2.6,3.2,0.71,2022-09-14 00:06:14,6780.0,6651.0,6767.0,42.0,-36.0,58.0,248.0,0.0,0.0,221772.0,436562.0,4.0,326054.0,0.0,326056.0,326052.0,325.78000000000003,72.92,197.59,0.0,120.65,240.3
12,60.0,2.6,2.6,3.2,0.74,2022-09-14 00:06:59,6781.0,6650.0,6770.0,42.0,-36.0,58.0,248.0,0.0,0.0,221772.0,436562.0,4.0,326054.0,0.0,326056.0,326054.0,326.82,73.01,198.83,0.0,120.74000000000001,240.46
13,59.900000000000006,2.6,2.6,3.0,0.73,2022-09-14 00:07:19,6775.0,6646.0,6759.0,42.0,-36.0,58.0,248.0,0.0,0.0,221774.0,436562.0,4.0,326056.0,0.0,326056.0,326054.0,324.24,74.4,200.21,0.0,120.74000000000001,240.63
14,60.0,2.8000000000000003,2.6,3.2,0.72,2022-09-14 00:08:04,6776.0,6648.0,6769.0,42.0,-36.0,58.0,248.0,0.0,0.0,221774.0,436562.0,4.0,326056.0,0.0,326058.0,326054.0,325.3,74.17,196.38,0.0,120.57000000000001,240.21
15,59.900000000000006,2.8000000000000003,2.6,3.0,0.72,2022-09-14 00:08:25,6776.0,6645.0,6765.0,42.0,-36.0,58.0,248.0,0.0,0.0,221774.0,436564.0,4.0,326056.0,0.0,326058.0,326054.0,325.3,74.34,197.75,0.0,120.74000000000001,240.46
16,59.900000000000006,2.8000000000000003,2.6,3.2,0.72,2022-09-14 00:09:10,6774.0,6652.0,6768.0,42.0,-38.0,58.0,248.0,0.0,0.0,221774.0,436564.0,4.0,326056.0,0.0,326058.0,326054.0,325.3,77.22,196.76,0.0,120.82000000000001,240.63
17,60.0,2.8000000000000003,2.6,3.2,0.75,2022-09-14 00:09:30,6782.0,6652.0,6770.0,44.0,-36.0,58.0,248.0,0.0,0.0,221774.0,436564.0,4.0,326056.0,0.0,326058.0,326056.0,325.3,75.65,197.5,0.0,120.65,240.21
18,59.900000000000006,2.8000000000000003,2.8000000000000003,3.2,0.76,2022-09-14 00:10:16,6776.0,6644.0,6759.0,44.0,-38.0,60.0,248.0,0.0,0.0,221774.0,436566.0,4.0,326058.0,0.0,326058.0,326056.0,326.3,74.4,198.91,0.0,120.74000000000001,240.55
19,60.0,2.8000000000000003,2.8000000000000003,3.2,0.74,2022-09-14 00:10:36,6791.0,6661.0,6777.0,44.0,-36.0,60.0,248.0,0.0,0.0,221776.0,436566.0,4.0,326058.0,0.0,326060.0,326056.0,326.82,74.32000000000001,199.69,0.0,120.65,240.3
20,59.900000000000006,2.6,2.6,3.2,0.73,2022-09-14 00:11:21,6780.0,6653.0,6768.0,42.0,-38.0,56.0,248.0,0.0,0.0,221776.0,436566.0,4.0,326058.0,0.0,326060.0,326056.0,324.68,71.83,199.17000000000002,0.0,120.82000000000001,240.8
21,59.900000000000006,2.6,2.6,3.2,0.73,2022-09-14 00:11:41,6777.0,6647.0,6765.0,42.0,-38.0,58.0,248.0,0.0,0.0,221776.0,436566.0,4.0,326058.0,0.0,326060.0,326056.0,324.24,71.74,198.91,0.0,120.74000000000001,240.55
22,59.900000000000006,2.8000000000000003,2.6,3.2,0.72,2022-09-14 00:12:26,6778.0,6656.0,6773.0,42.0,-38.0,58.0,248.0,0.0,0.0,221776.0,436568.0,4.0,326058.0,0.0,326060.0,326058.0,325.3,73.01,196.76,0.0,120.74000000000001,240.63
23,59.900000000000006,2.8000000000000003,2.6,3.0,0.72,2022-09-14 00:12:47,6785.0,6656.0,6768.0,42.0,-36.0,56.0,248.0,0.0,0.0,221776.0,436568.0,4.0,326060.0,0.0,326060.0,326058.0,324.24,74.51,196.89000000000001,0.0,120.82000000000001,240.72
24,59.900000000000006,2.8000000000000003,2.6,3.0,0.73,2022-09-14 00:13:32,6778.0,6649.0,6763.0,42.0,-36.0,56.0,248.0,0.0,0.0,221776.0,436568.0,4.0,326060.0,0.0,326062.0,326058.0,323.84000000000003,74.51,196.89000000000001,0.0,120.9,240.72
25,59.900000000000006,2.8000000000000003,2.6,3.0,0.72,2022-09-14 00:13:52,6785.0,6657.0,6771.0,42.0,-36.0,58.0,248.0,0.0,0.0,221778.0,436568.0,4.0,326060.0,0.0,326062.0,326058.0,324.24,74.42,196.8,0.0,120.82000000000001,240.63
26,60.0,2.8000000000000003,2.6,3.0,0.73,2022-09-14 00:14:37,6808.0,6680.0,6793.0,42.0,-38.0,58.0,248.0,0.0,0.0,221778.0,436570.0,4.0,326060.0,0.0,326062.0,326058.0,322.76,74.25,196.63,0.0,120.65,240.46
27,59.900000000000006,2.8000000000000003,2.6,3.0,0.72,2022-09-14 00:14:58,6806.0,6677.0,6791.0,42.0,-38.0,58.0,248.0,0.0,0.0,221778.0,436570.0,4.0,326060.0,0.0,326062.0,326060.0,323.84000000000003,74.42,196.72,0.0,120.82000000000001,240.55
28,59.900000000000006,2.8000000000000003,2.6,3.0,0.72,2022-09-14 00:15:43,6805.0,6674.0,6792.0,42.0,-36.0,58.0,248.0,0.0,0.0,221778.0,436570.0,4.0,326062.0,0.0,326062.0,326060.0,323.84000000000003,75.65,198.02,0.0,120.65,240.63
29,59.900000000000006,2.8000000000000003,2.6,3.0,0.73,2022-09-14 00:16:03,6809.0,6679.0,6795.0,42.0,-36.0,58.0,248.0,0.0,0.0,221778.0,436570.0,4.0,326062.0,0.0,326064.0,326060.0,324.24,75.82000000000001,196.89000000000001,0.0,120.82000000000001,240.72
30,59.900000000000006,2.8000000000000003,2.6,3.0,0.73,2022-09-14 00:16:48,6799.0,6672.0,6787.0,42.0,-36.0,58.0,248.0,0.0,0.0,221778.0,436572.0,4.0,326062.0,0.0,326064.0,326060.0,323.84000000000003,75.74,196.72,0.0,120.74000000000001,240.55
31,59.900000000000006,2.8000000000000003,2.6,3.0,0.73,2022-09-14 00:17:09,6787.0,6660.0,6775.0,42.0,-38.0,58.0,248.0,0.0,0.0,221780.0,436572.0,4.0,326062.0,0.0,326064.0,326060.0,323.84000000000003,74.51,196.72,0.0,120.9,240.55
32,59.900000000000006,2.8000000000000003,2.6,3.0,0.75,2022-09-14 00:17:54,6770.0,6641.0,6756.0,44.0,-36.0,58.0,248.0,0.0,0.0,221780.0,436572.0,4.0,326062.0,0.0,326064.0,326062.0,326.3,78.46000000000001,199.05,0.0,120.74000000000001,240.55
33,59.900000000000006,2.8000000000000003,2.6,3.0,0.75,2022-09-14 00:18:14,6776.0,6650.0,6765.0,44.0,-36.0,60.0,248.0,0.0,0.0,221780.0,436572.0,4.0,326064.0,0.0,326064.0,326062.0,323.84000000000003,79.9,199.39000000000001,0.0,120.9,240.89000000000001
34,59.900000000000006,2.8000000000000003,2.6,3.0,0.74,2022-09-14 00:19:00,6773.0,6647.0,6760.0,44.0,-36.0,58.0,248.0,0.0,0.0,221780.0,436574.0,4.0,326064.0,0.0,326066.0,326062.0,323.84000000000003,78.55,199.05,0.0,120.82000000000001,240.55
35,59.900000000000006,2.8000000000000003,2.6,3.0,0.76,2022-09-14 00:19:20,6775.0,6651.0,6766.0,44.0,-36.0,58.0,248.0,0.0,0.0,221780.0,436574.0,4.0,326064.0,0.0,326066.0,326062.0,326.3,77.15,199.3,0.0,120.82000000000001,240.72
36,59.900000000000006,2.8000000000000003,2.6,3.0,0.75,2022-09-14 00:20:05,6780.0,6654.0,6769.0,44.0,-36.0,58.0,248.0,0.0,0.0,221782.0,436574.0,4.0,326064.0,0.0,326066.0,326062.0,326.3,78.46000000000001,197.77,0.0,120.74000000000001,240.38
37,59.900000000000006,2.8000000000000003,2.6,3.0,0.75,2022-09-14 00:20:25,6786.0,6657.0,6772.0,44.0,-36.0,58.0,248.0,0.0,0.0,221782.0,436576.0,4.0,326064.0,0.0,326066.0,326064.0,324.86,77.32000000000001,199.22,0.0,120.99000000000001,240.72
38,60.0,2.8000000000000003,2.6,3.0,0.74,2022-09-14 00:21:10,6788.0,6659.0,6772.0,42.0,-36.0,58.0,248.0,0.0,0.0,221782.0,436576.0,4.0,326066.0,0.0,326066.0,326064.0,325.3,75.57000000000001,197.68,0.0,120.57000000000001,240.3
39,59.900000000000006,2.8000000000000003,2.6,3.0,0.73,2022-09-14 00:21:31,6783.0,6653.0,6768.0,42.0,-36.0,58.0,248.0,0.0,0.0,221782.0,436576.0,4.0,326066.0,0.0,326068.0,326064.0,324.24,75.82000000000001,197.75,0.0,120.82000000000001,240.46
40,59.900000000000006,2.6,2.6,3.0,0.7000000000000001,2022-09-14 00:22:16,6766.0,6638.0,6751.0,40.0,-36.0,56.0,248.0,0.0,0.0,221782.0,436576.0,4.0,326066.0,0.0,326068.0,326064.0,323.13,74.42,198.1,0.0,120.82000000000001,240.72
41,60.0,2.6,2.6,3.0,0.72,2022-09-14 00:22:36,6779.0,6652.0,6767.0,40.0,-36.0,56.0,248.0,0.0,0.0,221782.0,436578.0,4.0,326066.0,0.0,326068.0,326064.0,323.13,71.47,197.6,0.0,120.65,240.21
42,59.900000000000006,2.6,2.6,3.0,0.74,2022-09-14 00:23:21,6785.0,6655.0,6765.0,40.0,-36.0,56.0,248.0,0.0,0.0,221784.0,436578.0,4.0,326066.0,0.0,326068.0,326066.0,321.63,74.51,199.37,0.0,120.9,240.72
43,60.0,2.6,2.6,3.0,0.7000000000000001,2022-09-14 00:23:42,6794.0,6665.0,6776.0,40.0,-36.0,56.0,248.0,0.0,0.0,221784.0,436578.0,4.0,326066.0,0.0,326068.0,326066.0,321.95,71.55,197.68,0.0,120.74000000000001,240.3
44,59.900000000000006,2.6,2.6,3.0,0.71,2022-09-14 00:24:27,6777.0,6650.0,6760.0,40.0,-36.0,56.0,248.0,0.0,0.0,221784.0,436578.0,4.0,326068.0,0.0,326070.0,326066.0,323.53000000000003,71.64,198.19,0.0,120.82000000000001,240.8
45,59.900000000000006,2.6,2.6,3.0,0.73,2022-09-14 00:24:47,6780.0,6653.0,6762.0,40.0,-36.0,56.0,248.0,0.0,0.0,221784.0,436580.0,4.0,326068.0,0.0,326070.0,326066.0,323.13,73.26,198.19,0.0,120.99000000000001,240.8
46,60.0,2.6,2.6,3.0,0.71,2022-09-14 00:25:32,6780.0,6655.0,6765.0,40.0,-36.0,56.0,248.0,0.0,0.0,221784.0,436580.0,4.0,326068.0,0.0,326070.0,326066.0,321.95,71.55,197.68,0.0,120.74000000000001,240.3
47,59.900000000000006,2.6,2.6,3.0,0.7000000000000001,2022-09-14 00:25:53,6782.0,6654.0,6768.0,40.0,-36.0,56.0,248.0,0.0,0.0,221784.0,436580.0,4.0,326068.0,0.0,326070.0,326066.0,323.53000000000003,73.01,198.02,0.0,120.74000000000001,240.55
48,60.0,2.6,2.8000000000000003,3.0,0.72,2022-09-14 00:26:38,6786.0,6660.0,6774.0,42.0,-36.0,58.0,248.0,0.0,0.0,221786.0,436580.0,4.0,326068.0,0.0,326070.0,326068.0,321.95,72.96000000000001,200.23000000000002,0.0,120.65,240.38
49,59.900000000000006,2.6,2.8000000000000003,3.0,0.74,2022-09-14 00:26:58,6783.0,6656.0,6771.0,42.0,-36.0,56.0,248.0,0.0,0.0,221786.0,436582.0,4.0,326070.0,0.0,326070.0,326068.0,323.53000000000003,73.22,201.29,0.0,120.82000000000001,240.46
50,60.0,2.6,2.8000000000000003,3.2,0.74,2022-09-14 00:27:44,6783.0,6657.0,6774.0,42.0,-36.0,58.0,248.0,0.0,0.0,221786.0,436582.0,4.0,326070.0,0.0,326072.0,326068.0,323.13,73.13,199.95000000000002,0.0,120.74000000000001,240.38
51,59.900000000000006,2.6,2.8000000000000003,3.2,0.73,2022-09-14 00:28:04,6784.0,6657.0,6772.0,42.0,-36.0,58.0,248.0,0.0,0.0,221786.0,436582.0,4.0,326070.0,0.0,326072.0,326068.0,321.95,71.83,200.21,0.0,120.82000000000001,240.63
52,60.0,2.6,2.8000000000000003,3.0,0.73,2022-09-14 00:28:49,6785.0,6661.0,6775.0,42.0,-36.0,58.0,248.0,0.0,0.0,221786.0,436584.0,4.0,326070.0,0.0,326072.0,326068.0,324.68,72.96000000000001,200.04,0.0,120.57000000000001,240.46
53,59.900000000000006,2.6,2.8000000000000003,3.2,0.75,2022-09-14 00:29:09,6788.0,6661.0,6777.0,42.0,-36.0,58.0,248.0,0.0,0.0,221786.0,436584.0,4.0,326070.0,0.0,326072.0,326070.0,324.68,73.13,201.06,0.0,120.74000000000001,240.46
