,Freq,Ia,Ib,Ic,PF,UpdateTime,Va,Vb,Vc,kPt,kQt,kSt,kVARh_Q1,kVARh_Q2,kVARh_Q3,kVARh_Q4,kVAh+,kVAh-,kWh+,kWh-,kWh_abs,kWh_net,θIA,θIB,θIC,θVA,θVB,θVC
0,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.6900000000000001,2022-09-29 00:00:09,6850.0,6736.0,6853.0,36.0,-34.0,52.0,248.0,0.0,0.0,234036.0,466182.0,4.0,351660.0,0.0,351662.0,351658.0,323.53000000000003,74.10000000000001,192.95000000000002,0.0,120.74000000000001,240.55
1,59.900000000000006,2.6,2.2,2.8000000000000003,0.6900000000000001,2022-09-29 00:00:29,6823.0,6708.0,6824.0,36.0,-34.0,52.0,248.0,0.0,0.0,234036.0,466182.0,4.0,351660.0,0.0,351662.0,351658.0,324.68,74.10000000000001,193.28,0.0,120.74000000000001,240.89000000000001
2,59.900000000000006,2.4000000000000004,2.2,2.6,0.7000000000000001,2022-09-29 00:01:14,6828.0,6704.0,6825.0,36.0,-34.0,52.0,248.0,0.0,0.0,234038.0,466182.0,4.0,351660.0,0.0,351662.0,351660.0,324.68,74.10000000000001,193.20000000000002,0.0,120.74000000000001,240.8
3,59.900000000000006,2.4000000000000004,2.2,2.6,0.71,2022-09-29 00:01:35,6843.0,6712.0,6836.0,38.0,-32.0,52.0,248.0,0.0,0.0,234038.0,466182.0,4.0,351662.0,0.0,351662.0,351660.0,326.3,75.82000000000001,195.63,0.0,120.82000000000001,240.63
4,59.900000000000006,2.4000000000000004,2.4000000000000004,2.8000000000000003,0.71,2022-09-29 00:02:20,6839.0,6712.0,6815.0,38.0,-34.0,52.0,248.0,0.0,0.0,234038.0,466184.0,4.0,351662.0,0.0,351664.0,351660.0,323.53000000000003,72.72,196.99,0.0,120.74000000000001,240.72
5,59.900000000000006,2.4000000000000004,2.4000000000000004,2.8000000000000003,0.7000000000000001,2022-09-29 00:02:40,6828.0,6695.0,6820.0,36.0,-34.0,52.0,248.0,0.0,0.0,234038.0,466184.0,4.0,351662.0,0.0,351664.0,351660.0,323.97,71.18,196.82,0.0,120.82000000000001,240.63
6,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.68,2022-09-29 00:03:25,6831.0,6709.0,6826.0,36.0,-34.0,52.0,248.0,0.0,0.0,234038.0,466184.0,4.0,351662.0,0.0,351664.0,351660.0,322.69,69.48,195.63,0.0,120.82000000000001,240.63
7,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.71,2022-09-29 00:03:46,6825.0,6689.0,6814.0,38.0,-32.0,52.0,248.0,0.0,0.0,234038.0,466184.0,4.0,351662.0,0.0,351664.0,351660.0,326.88,74.10000000000001,196.82,0.0,120.65,240.55
8,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.7000000000000001,2022-09-29 00:04:31,6841.0,6720.0,6836.0,36.0,-34.0,52.0,248.0,0.0,0.0,234038.0,466186.0,4.0,351662.0,0.0,351664.0,351662.0,323.97,71.18,195.97,0.0,120.82000000000001,240.97
9,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.7000000000000001,2022-09-29 00:04:51,6826.0,6707.0,6823.0,36.0,-34.0,52.0,248.0,0.0,0.0,234040.0,466186.0,4.0,351664.0,0.0,351664.0,351662.0,325.17,69.48,196.82,0.0,120.82000000000001,240.55
10,60.0,2.4000000000000004,2.4000000000000004,2.8000000000000003,0.73,2022-09-29 00:05:36,6841.0,6710.0,6831.0,38.0,-36.0,52.0,248.0,0.0,0.0,234040.0,466186.0,4.0,351664.0,0.0,351666.0,351662.0,326.3,72.39,196.74,0.0,120.57000000000001,240.46
11,59.900000000000006,2.4000000000000004,2.4000000000000004,2.8000000000000003,0.72,2022-09-29 00:05:57,6819.0,6695.0,6815.0,38.0,-34.0,52.0,248.0,0.0,0.0,234040.0,466186.0,4.0,351664.0,0.0,351666.0,351662.0,326.3,72.47,195.46,0.0,120.65,240.46
12,59.900000000000006,2.4000000000000004,2.4000000000000004,2.8000000000000003,0.72,2022-09-29 00:06:42,6832.0,6695.0,6825.0,38.0,-34.0,52.0,248.0,0.0,0.0,234040.0,466188.0,4.0,351664.0,0.0,351666.0,351662.0,323.53000000000003,74.10000000000001,196.57,0.0,120.65,240.3
13,59.900000000000006,2.2,2.2,2.8000000000000003,0.68,2022-09-29 00:07:45,6829.0,6701.0,6830.0,34.0,-34.0,48.0,248.0,0.0,0.0,234040.0,466188.0,4.0,351664.0,0.0,351666.0,351664.0,324.46,65.73,194.53,0.0,120.74000000000001,240.8
14,60.0,2.4000000000000004,2.2,2.8000000000000003,0.66,2022-09-29 00:08:08,6831.0,6706.0,6833.0,34.0,-34.0,50.0,248.0,0.0,0.0,234042.0,466188.0,4.0,351666.0,0.0,351666.0,351664.0,322.69,68.86,191.48000000000002,0.0,120.57000000000001,240.3
15,60.0,2.4000000000000004,2.2,2.8000000000000003,0.6900000000000001,2022-09-29 00:08:53,6863.0,6739.0,6864.0,34.0,-34.0,50.0,248.0,0.0,0.0,234042.0,466190.0,4.0,351666.0,0.0,351668.0,351664.0,323.97,68.69,191.23000000000002,0.0,120.4,240.04
16,60.0,2.4000000000000004,2.2,2.8000000000000003,0.66,2022-09-29 00:09:13,6859.0,6738.0,6858.0,34.0,-34.0,52.0,248.0,0.0,0.0,234042.0,466190.0,4.0,351666.0,0.0,351668.0,351664.0,325.17,68.69,191.48000000000002,0.0,120.4,240.3
17,60.0,2.4000000000000004,2.2,2.8000000000000003,0.68,2022-09-29 00:09:58,6864.0,6743.0,6865.0,34.0,-34.0,50.0,248.0,0.0,0.0,234042.0,466190.0,4.0,351666.0,0.0,351668.0,351664.0,323.97,68.86,191.57,0.0,120.57000000000001,240.55
18,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.6900000000000001,2022-09-29 00:10:19,6852.0,6733.0,6853.0,34.0,-34.0,50.0,248.0,0.0,0.0,234042.0,466190.0,4.0,351666.0,0.0,351668.0,351664.0,323.97,69.03,191.9,0.0,120.74000000000001,240.72
19,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.67,2022-09-29 00:11:04,6857.0,6739.0,6858.0,32.0,-36.0,50.0,248.0,0.0,0.0,234042.0,466192.0,4.0,351666.0,0.0,351668.0,351666.0,322.69,65.81,191.82,0.0,120.82000000000001,240.63
20,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.66,2022-09-29 00:11:24,6764.0,6643.0,6764.0,34.0,-36.0,50.0,248.0,0.0,0.0,234044.0,466192.0,4.0,351668.0,0.0,351668.0,351666.0,320.71,68.94,190.44,0.0,120.65,240.63
21,59.900000000000006,2.6,2.2,2.8000000000000003,0.67,2022-09-29 00:12:09,6746.0,6625.0,6745.0,34.0,-36.0,52.0,248.0,0.0,0.0,234044.0,466192.0,4.0,351668.0,0.0,351670.0,351666.0,323.53000000000003,70.75,190.44,0.0,120.65,240.63
22,60.0,2.6,2.2,2.8000000000000003,0.68,2022-09-29 00:12:30,6768.0,6645.0,6767.0,36.0,-36.0,52.0,248.0,0.0,0.0,234044.0,466192.0,4.0,351668.0,0.0,351670.0,351666.0,321.95,72.47,190.18,0.0,120.65,240.38
23,60.0,2.6,2.4000000000000004,2.8000000000000003,0.7000000000000001,2022-09-29 00:13:15,6776.0,6654.0,6758.0,36.0,-36.0,52.0,248.0,0.0,0.0,234044.0,466194.0,4.0,351668.0,0.0,351670.0,351666.0,321.95,72.3,192.61,0.0,120.48,240.21
24,60.0,2.4000000000000004,2.2,2.8000000000000003,0.6900000000000001,2022-09-29 00:14:18,6758.0,6635.0,6754.0,34.0,-36.0,52.0,248.0,0.0,0.0,234044.0,466194.0,4.0,351668.0,0.0,351670.0,351668.0,322.3,69.23,191.48000000000002,0.0,120.57000000000001,240.3
25,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.7000000000000001,2022-09-29 00:14:41,6764.0,6640.0,6759.0,36.0,-34.0,52.0,248.0,0.0,0.0,234044.0,466194.0,4.0,351668.0,0.0,351670.0,351668.0,323.53000000000003,72.56,193.03,0.0,120.74000000000001,240.63
