,Freq,Ia,Ib,Ic,PF,UpdateTime,Va,Vb,Vc,kPt,kQt,kSt,kVARh_Q1,kVARh_Q2,kVARh_Q3,kVARh_Q4,kVAh+,kVAh-,kWh+,kWh-,kWh_abs,kWh_net,θIA,θIB,θIC,θVA,θVB,θVC
0,59.900000000000006,1.3199999999999998,1.44,1.56,0.93,2022-09-09 00:00:01,6716.0,6634.0,6804.0,26.4,10.799999999999999,28.799999999999997,114301.2,0.0,0.0,0.0,299199.6,0.0,253989.59999999998,0.0,253989.59999999998,253989.59999999998,27.64,137.33,268.38,0.0,120.23,240.97
1,60.0,1.2,1.3199999999999998,1.56,0.89,2022-09-09 00:00:48,6732.0,6631.0,6805.0,25.2,10.799999999999999,27.599999999999998,114301.2,0.0,0.0,0.0,299199.6,0.0,253989.59999999998,0.0,253989.59999999998,253989.59999999998,28.810000000000002,135.7,269.02,0.0,120.06,240.72
2,59.900000000000006,1.2,1.3199999999999998,1.56,0.88,2022-09-09 00:01:06,6729.0,6618.0,6795.0,24.0,10.799999999999999,27.599999999999998,114301.2,0.0,0.0,0.0,299199.6,0.0,253989.59999999998,0.0,253989.59999999998,253989.59999999998,33.69,136.66,269.36,0.0,120.4,240.97
3,60.0,1.2,1.44,1.56,0.89,2022-09-09 00:01:54,6730.0,6635.0,6815.0,24.0,10.799999999999999,26.4,114301.2,0.0,0.0,0.0,299199.6,0.0,253989.59999999998,0.0,253989.59999999998,253989.59999999998,31.42,136.49,271.77,0.0,120.23,240.89000000000001
4,59.900000000000006,1.3199999999999998,1.68,1.68,0.91,2022-09-09 00:02:12,6727.0,6642.0,6822.0,28.799999999999997,12.0,32.4,114301.2,0.0,0.0,0.0,299200.8,0.0,253989.59999999998,0.0,253989.59999999998,253989.59999999998,23.490000000000002,135.16,269.13,0.0,120.23,241.05
5,59.900000000000006,1.44,1.3199999999999998,1.56,0.9,2022-09-09 00:02:59,6735.0,6635.0,6813.0,27.599999999999998,10.799999999999999,30.0,114301.2,0.0,0.0,0.0,299200.8,0.0,253990.8,0.0,253990.8,253990.8,28.44,138.75,263.45,0.0,120.31,240.97
6,60.0,1.2,1.3199999999999998,1.56,0.89,2022-09-09 00:04:02,6735.0,6630.0,6813.0,25.2,10.799999999999999,28.799999999999997,114301.2,0.0,0.0,0.0,299200.8,0.0,253990.8,0.0,253990.8,253990.8,30.57,138.58,263.92,0.0,120.15,240.72
7,59.900000000000006,1.2,1.3199999999999998,1.56,0.91,2022-09-09 00:04:23,6727.0,6615.0,6802.0,25.2,12.0,27.599999999999998,114302.4,0.0,0.0,0.0,299200.8,0.0,253990.8,0.0,253990.8,253990.8,34.38,136.41,268.12,0.0,120.15,240.72
8,60.0,1.3199999999999998,1.3199999999999998,1.68,0.87,2022-09-09 00:05:10,6722.0,6631.0,6813.0,25.2,12.0,28.799999999999997,114302.4,0.0,0.0,0.0,299202.0,0.0,253990.8,0.0,253990.8,253990.8,34.38,136.41,269.94,0.0,120.15,240.89000000000001
9,59.900000000000006,1.3199999999999998,1.3199999999999998,1.68,0.9,2022-09-09 00:05:28,6730.0,6639.0,6819.0,26.4,12.0,28.799999999999997,114302.4,0.0,0.0,0.0,299202.0,0.0,253992.0,0.0,253992.0,253992.0,34.99,137.97,266.74,0.0,120.23,240.97
10,60.0,1.92,2.04,2.4,0.87,2022-09-09 00:06:16,6731.0,6641.0,6819.0,38.4,20.4,43.199999999999996,114302.4,0.0,0.0,0.0,299202.0,0.0,253992.0,0.0,253992.0,253992.0,33.69,140.87,270.18,0.0,120.15,240.89000000000001
11,59.900000000000006,1.92,2.04,2.4,0.86,2022-09-09 00:06:34,6719.0,6623.0,6805.0,38.4,19.2,43.199999999999996,114302.4,0.0,0.0,0.0,299203.2,0.0,253992.0,0.0,253992.0,253992.0,32.82,140.17000000000002,271.04,0.0,120.31,241.14000000000001
12,59.900000000000006,2.04,2.16,2.28,0.88,2022-09-09 00:07:21,6729.0,6623.0,6803.0,39.6,19.2,45.6,114302.4,0.0,0.0,0.0,299203.2,0.0,253992.0,0.0,253992.0,253992.0,30.46,141.94,269.27,0.0,120.23,240.89000000000001
13,59.900000000000006,2.04,2.16,2.28,0.88,2022-09-09 00:07:39,6728.0,6633.0,6813.0,39.6,19.2,44.4,114302.4,0.0,0.0,0.0,299203.2,0.0,253993.19999999998,0.0,253993.19999999998,253993.19999999998,29.19,141.85,269.95,0.0,120.31,241.14000000000001
14,59.900000000000006,1.92,2.04,2.16,0.9,2022-09-09 00:08:27,6719.0,6626.0,6804.0,38.4,18.0,43.199999999999996,114302.4,0.0,0.0,0.0,299204.39999999997,0.0,253993.19999999998,0.0,253993.19999999998,253993.19999999998,27.21,142.3,267.62,0.0,120.23,240.97
15,60.0,1.92,2.04,2.16,0.88,2022-09-09 00:08:45,6727.0,6634.0,6813.0,37.199999999999996,18.0,42.0,114303.59999999999,0.0,0.0,0.0,299204.39999999997,0.0,253993.19999999998,0.0,253993.19999999998,253993.19999999998,29.35,141.48,269.28000000000003,0.0,120.23,240.89000000000001
