,Freq,Ia,Ib,Ic,PF,UpdateTime,Va,Vb,Vc,kPt,kQt,kSt,kVARh_Q1,kVARh_Q2,kVARh_Q3,kVARh_Q4,kVAh+,kVAh-,kWh+,kWh-,kWh_abs,kWh_net,θIA,θIB,θIC,θVA,θVB,θVC
0,59.900000000000006,1.56,1.44,1.3199999999999998,0.93,2022-09-10 00:00:43,6752.0,6642.0,6816.0,28.799999999999997,9.6,30.0,114596.4,0.0,0.0,0.0,299881.2,0.0,254589.59999999998,0.0,254589.59999999998,254589.59999999998,20.32,141.52,259.49,0.0,120.48,241.05
1,60.0,1.56,1.3199999999999998,1.3199999999999998,0.92,2022-09-10 00:01:46,6724.0,6626.0,6803.0,26.4,9.6,28.799999999999997,114596.4,0.0,0.0,0.0,299882.39999999997,0.0,254589.59999999998,0.0,254589.59999999998,254589.59999999998,20.32,145.70000000000002,256.36,0.0,120.15,240.72
2,59.900000000000006,1.3199999999999998,1.2,1.3199999999999998,0.9,2022-09-10 00:02:06,6723.0,6628.0,6806.0,24.0,9.6,26.4,114596.4,0.0,0.0,0.0,299882.39999999997,0.0,254589.59999999998,0.0,254589.59999999998,254589.59999999998,24.44,142.48,263.59000000000003,0.0,120.23,240.97
3,60.0,1.3199999999999998,1.3199999999999998,1.3199999999999998,0.9,2022-09-10 00:02:54,6717.0,6628.0,6813.0,24.0,9.6,26.4,114597.59999999999,0.0,0.0,0.0,299882.39999999997,0.0,254590.8,0.0,254590.8,254590.8,23.490000000000002,140.13,261.53000000000003,0.0,120.15,240.97
4,59.900000000000006,1.3199999999999998,1.2,1.3199999999999998,0.9400000000000001,2022-09-10 00:03:12,6714.0,6622.0,6805.0,25.2,9.6,26.4,114597.59999999999,0.0,0.0,0.0,299882.39999999997,0.0,254590.8,0.0,254590.8,254590.8,23.490000000000002,139.41,260.85,0.0,120.23,241.05
5,60.0,1.3199999999999998,1.3199999999999998,1.3199999999999998,0.93,2022-09-10 00:03:59,6731.0,6630.0,6812.0,25.2,9.6,26.4,114597.59999999999,0.0,0.0,0.0,299883.6,0.0,254590.8,0.0,254590.8,254590.8,23.490000000000002,141.6,260.6,0.0,120.23,240.8
6,60.0,1.3199999999999998,1.3199999999999998,1.3199999999999998,0.93,2022-09-10 00:04:17,6722.0,6627.0,6807.0,25.2,9.6,26.4,114597.59999999999,0.0,0.0,0.0,299883.6,0.0,254590.8,0.0,254590.8,254590.8,23.490000000000002,139.49,261.53000000000003,0.0,120.31,240.97
7,59.900000000000006,1.56,1.3199999999999998,1.44,0.92,2022-09-10 00:05:05,6725.0,6627.0,6809.0,27.599999999999998,9.6,28.799999999999997,114597.59999999999,0.0,0.0,0.0,299883.6,0.0,254590.8,0.0,254590.8,254590.8,22.16,142.93,256.04,0.0,120.31,240.97
8,59.900000000000006,1.56,1.3199999999999998,1.44,0.9400000000000001,2022-09-10 00:05:23,6736.0,6638.0,6821.0,28.799999999999997,9.6,30.0,114597.59999999999,0.0,0.0,0.0,299883.6,0.0,254592.0,0.0,254592.0,254592.0,21.44,143.02,255.26000000000002,0.0,120.4,241.22
9,60.0,1.68,1.44,1.56,0.96,2022-09-10 00:06:10,6741.0,6640.0,6816.0,31.2,9.6,32.4,114597.59999999999,0.0,0.0,0.0,299884.8,0.0,254592.0,0.0,254592.0,254592.0,20.13,138.66,255.65,0.0,120.23,240.72
10,59.900000000000006,1.56,1.44,1.68,0.93,2022-09-10 00:06:28,6742.0,6637.0,6811.0,28.799999999999997,10.799999999999999,31.2,114597.59999999999,0.0,0.0,0.0,299884.8,0.0,254592.0,0.0,254592.0,254592.0,25.7,138.06,257.16,0.0,120.31,240.97
11,59.900000000000006,1.56,1.44,1.68,0.93,2022-09-10 00:07:16,6724.0,6618.0,6796.0,28.799999999999997,10.799999999999999,31.2,114597.59999999999,0.0,0.0,0.0,299884.8,0.0,254592.0,0.0,254592.0,254592.0,25.7,138.14000000000001,257.33,0.0,120.31,241.14000000000001
12,59.900000000000006,1.44,1.44,1.56,0.9400000000000001,2022-09-10 00:08:19,6715.0,6633.0,6810.0,30.0,9.6,31.2,114597.59999999999,0.0,0.0,0.0,299886.0,0.0,254593.19999999998,0.0,254593.19999999998,254593.19999999998,23.96,137.33,257.41,0.0,120.23,241.22
13,60.0,1.68,1.68,1.7999999999999998,0.93,2022-09-10 00:08:39,6715.0,6629.0,6808.0,31.2,10.799999999999999,32.4,114597.59999999999,0.0,0.0,0.0,299886.0,0.0,254593.19999999998,0.0,254593.19999999998,254593.19999999998,23.96,136.01,258.24,0.0,120.06,240.89000000000001
14,60.0,1.68,1.44,1.56,0.9500000000000001,2022-09-10 00:09:27,6739.0,6642.0,6821.0,31.2,10.799999999999999,32.4,114597.59999999999,0.0,0.0,0.0,299886.0,0.0,254593.19999999998,0.0,254593.19999999998,254593.19999999998,21.16,140.55,255.82,0.0,120.23,240.89000000000001
15,59.900000000000006,1.68,1.44,1.56,0.93,2022-09-10 00:09:45,6762.0,6659.0,6839.0,31.2,10.799999999999999,32.4,114598.8,0.0,0.0,0.0,299886.0,0.0,254593.19999999998,0.0,254593.19999999998,254593.19999999998,21.8,141.35,256.07,0.0,120.31,241.14000000000001
16,59.900000000000006,1.2,1.2,1.3199999999999998,0.91,2022-09-10 00:10:33,6753.0,6646.0,6827.0,24.0,10.799999999999999,26.4,114598.8,0.0,0.0,0.0,299887.2,0.0,254594.4,0.0,254594.4,254594.4,27.64,140.38,262.94,0.0,120.4,241.14000000000001
17,60.0,0.96,1.2,1.3199999999999998,0.86,2022-09-10 00:10:50,6746.0,6657.0,6840.0,21.599999999999998,9.6,24.0,114598.8,0.0,0.0,0.0,299887.2,0.0,254594.4,0.0,254594.4,254594.4,32.0,136.01,270.19,0.0,120.06,240.72
18,59.900000000000006,1.3199999999999998,1.3199999999999998,1.44,0.93,2022-09-10 00:11:38,6749.0,6650.0,6827.0,26.4,10.799999999999999,28.799999999999997,114598.8,0.0,0.0,0.0,299887.2,0.0,254594.4,0.0,254594.4,254594.4,24.62,140.87,261.29,0.0,120.31,240.97
